run_id,scenario_id,condition,zone,permit_type,compound_active,ground_truth_onset_sample,path
9de5fedddbb9,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/9de5fedddbb9.parquet
7aa891662ccf,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/7aa891662ccf.parquet
6c59af41c693,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/6c59af41c693.parquet
a79b4d068479,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/a79b4d068479.parquet
4990b2c18d7b,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/4990b2c18d7b.parquet
30049026a285,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/30049026a285.parquet
ebfca443f72d,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/ebfca443f72d.parquet
72b593d358d4,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/72b593d358d4.parquet
02f9d45501a9,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/02f9d45501a9.parquet
6616988eb6f5,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/6616988eb6f5.parquet
2eabd5e37623,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/2eabd5e37623.parquet
41a16f7ee38c,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/41a16f7ee38c.parquet
e8c9a73008d0,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/e8c9a73008d0.parquet
9c1ca2fb6221,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/9c1ca2fb6221.parquet
cdf0e89b3565,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/cdf0e89b3565.parquet
1f47fc1a8e58,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/1f47fc1a8e58.parquet
69b059ad4658,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/69b059ad4658.parquet
31f4c1150559,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/31f4c1150559.parquet
d6faf3692bfc,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/d6faf3692bfc.parquet
9d949c9e3e41,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/9d949c9e3e41.parquet
8e20e6d1c582,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/8e20e6d1c582.parquet
999511f6d4b3,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/999511f6d4b3.parquet
396ef476bec9,s1_reactor_heat_removal,normal,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/normal/396ef476bec9.parquet
2b902bde59d2,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/2b902bde59d2.parquet
a75e62db6e16,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/a75e62db6e16.parquet
e8dbef982b21,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/e8dbef982b21.parquet
5c3a34dbbcb7,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/5c3a34dbbcb7.parquet
501cd87dfa86,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/501cd87dfa86.parquet
e9cc12aa2506,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/e9cc12aa2506.parquet
15164b1c969c,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/15164b1c969c.parquet
396067d3e180,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/396067d3e180.parquet
532917674441,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/532917674441.parquet
97f044cf0b81,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/97f044cf0b81.parquet
600808646dc1,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/600808646dc1.parquet
af3cef18c307,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/af3cef18c307.parquet
1a271d5d9667,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/1a271d5d9667.parquet
bb8cabd511cc,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/bb8cabd511cc.parquet
1cc368eb079c,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/1cc368eb079c.parquet
8f1077cd1f45,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/8f1077cd1f45.parquet
ab634df2bbb5,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/ab634df2bbb5.parquet
90307d68799b,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/90307d68799b.parquet
0282eb77c42e,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/0282eb77c42e.parquet
8f33701cb003,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/8f33701cb003.parquet
24f2acf38c34,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/24f2acf38c34.parquet
23d5a7bf0322,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/23d5a7bf0322.parquet
10191b3675e1,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/10191b3675e1.parquet
0118b7eaa96f,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/0118b7eaa96f.parquet
6ac63904f83b,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/6ac63904f83b.parquet
7894061b8bc0,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/7894061b8bc0.parquet
2011deea9c8f,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/2011deea9c8f.parquet
f2588312eb95,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/f2588312eb95.parquet
e72d64184907,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/e72d64184907.parquet
096bd33fe539,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/096bd33fe539.parquet
bc2106c6159c,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/bc2106c6159c.parquet
1a18bcc89821,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/1a18bcc89821.parquet
72e24e2d987b,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/72e24e2d987b.parquet
900333775c3e,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/900333775c3e.parquet
4a2bd57f0698,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/4a2bd57f0698.parquet
ea16bbdb30a5,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/ea16bbdb30a5.parquet
8b0ab66478ed,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/8b0ab66478ed.parquet
ac83242a3cba,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/ac83242a3cba.parquet
4bbd23e54641,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/4bbd23e54641.parquet
85a991fadc80,s1_reactor_heat_removal,single_a,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_a/85a991fadc80.parquet
5db66e7bcf96,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/5db66e7bcf96.parquet
98b00fd34e93,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/98b00fd34e93.parquet
2f25c360c508,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/2f25c360c508.parquet
9b0c94fd3e66,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/9b0c94fd3e66.parquet
4721d5001967,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/4721d5001967.parquet
cef9723c5c1a,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/cef9723c5c1a.parquet
62b6bcd29a56,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/62b6bcd29a56.parquet
dd62d971356a,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/dd62d971356a.parquet
bc8cd02808db,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/bc8cd02808db.parquet
62b0d3c2707a,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/62b0d3c2707a.parquet
b3225c87db84,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/b3225c87db84.parquet
d99c933a6c7c,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/d99c933a6c7c.parquet
44087864c847,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/44087864c847.parquet
3ca411a49b38,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/3ca411a49b38.parquet
70f68ad27c3c,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/70f68ad27c3c.parquet
9253675376cd,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/9253675376cd.parquet
dee224ed7ba3,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/dee224ed7ba3.parquet
e212c38b39df,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/e212c38b39df.parquet
cdd7ab1ca196,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/cdd7ab1ca196.parquet
6995fa9bce6d,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/6995fa9bce6d.parquet
427199f621dc,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/427199f621dc.parquet
a394686cc658,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/a394686cc658.parquet
51aa389ea30f,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/51aa389ea30f.parquet
c9f4d02a1e87,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/c9f4d02a1e87.parquet
09aea3a08a26,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/09aea3a08a26.parquet
5058a41a74c1,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/5058a41a74c1.parquet
60f08a0ab84a,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/60f08a0ab84a.parquet
b447fda27261,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/b447fda27261.parquet
a55a9c078259,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/a55a9c078259.parquet
44858b042338,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/44858b042338.parquet
a20df82eef5c,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/a20df82eef5c.parquet
5f7e48977fac,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/5f7e48977fac.parquet
b6c3e715e3ab,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/b6c3e715e3ab.parquet
d874a78c1ddb,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/d874a78c1ddb.parquet
98845cdb8577,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/98845cdb8577.parquet
d374c4c92f0c,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/d374c4c92f0c.parquet
d2455734d83d,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/d2455734d83d.parquet
c1d679870c7c,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/c1d679870c7c.parquet
1081ccd8be18,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/1081ccd8be18.parquet
b57082efac01,s1_reactor_heat_removal,single_b,reactor_zone,confined_space,False,,data/synthetic/s1_reactor_heat_removal/single_b/b57082efac01.parquet
8e39f3138d6e,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,37.0,data/synthetic/s1_reactor_heat_removal/compound/8e39f3138d6e.parquet
b30c2b6bf7d2,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,36.0,data/synthetic/s1_reactor_heat_removal/compound/b30c2b6bf7d2.parquet
b249dc4ee6e8,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,55.0,data/synthetic/s1_reactor_heat_removal/compound/b249dc4ee6e8.parquet
cfe118c2810c,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,62.0,data/synthetic/s1_reactor_heat_removal/compound/cfe118c2810c.parquet
5901278c968c,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,61.0,data/synthetic/s1_reactor_heat_removal/compound/5901278c968c.parquet
eff1b95c24b6,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,39.0,data/synthetic/s1_reactor_heat_removal/compound/eff1b95c24b6.parquet
b7f872f66907,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,38.0,data/synthetic/s1_reactor_heat_removal/compound/b7f872f66907.parquet
3e7795870314,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,56.0,data/synthetic/s1_reactor_heat_removal/compound/3e7795870314.parquet
4d80fca402b0,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,57.0,data/synthetic/s1_reactor_heat_removal/compound/4d80fca402b0.parquet
6b8cb7630d2d,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,39.0,data/synthetic/s1_reactor_heat_removal/compound/6b8cb7630d2d.parquet
56ee64656ced,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,61.0,data/synthetic/s1_reactor_heat_removal/compound/56ee64656ced.parquet
ebbf5b5b160c,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,45.0,data/synthetic/s1_reactor_heat_removal/compound/ebbf5b5b160c.parquet
e8fb265fe490,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,71.0,data/synthetic/s1_reactor_heat_removal/compound/e8fb265fe490.parquet
e885c36e4f6f,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,48.0,data/synthetic/s1_reactor_heat_removal/compound/e885c36e4f6f.parquet
e1a1c25ba1fa,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,56.0,data/synthetic/s1_reactor_heat_removal/compound/e1a1c25ba1fa.parquet
4f02dd729a4c,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,41.0,data/synthetic/s1_reactor_heat_removal/compound/4f02dd729a4c.parquet
88fdb41fb37a,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,40.0,data/synthetic/s1_reactor_heat_removal/compound/88fdb41fb37a.parquet
4d0c322c7e34,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,48.0,data/synthetic/s1_reactor_heat_removal/compound/4d0c322c7e34.parquet
a14b995d8a74,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,51.0,data/synthetic/s1_reactor_heat_removal/compound/a14b995d8a74.parquet
64498983e0cb,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,32.0,data/synthetic/s1_reactor_heat_removal/compound/64498983e0cb.parquet
12365a2cb2ba,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,43.0,data/synthetic/s1_reactor_heat_removal/compound/12365a2cb2ba.parquet
d357a39cd082,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,58.0,data/synthetic/s1_reactor_heat_removal/compound/d357a39cd082.parquet
65eb927aa76b,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,51.0,data/synthetic/s1_reactor_heat_removal/compound/65eb927aa76b.parquet
dc3676d6707b,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,38.0,data/synthetic/s1_reactor_heat_removal/compound/dc3676d6707b.parquet
df12aa2de4b4,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,53.0,data/synthetic/s1_reactor_heat_removal/compound/df12aa2de4b4.parquet
8cb5dc3adfde,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,63.0,data/synthetic/s1_reactor_heat_removal/compound/8cb5dc3adfde.parquet
8674cfadc3b2,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,69.0,data/synthetic/s1_reactor_heat_removal/compound/8674cfadc3b2.parquet
dd65a944a2c9,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,53.0,data/synthetic/s1_reactor_heat_removal/compound/dd65a944a2c9.parquet
7d414e4b524c,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,65.0,data/synthetic/s1_reactor_heat_removal/compound/7d414e4b524c.parquet
5f031d96cc45,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,41.0,data/synthetic/s1_reactor_heat_removal/compound/5f031d96cc45.parquet
2b5844eda6a5,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,48.0,data/synthetic/s1_reactor_heat_removal/compound/2b5844eda6a5.parquet
70cdb7748fa5,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,34.0,data/synthetic/s1_reactor_heat_removal/compound/70cdb7748fa5.parquet
9dfdb6d4355d,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,51.0,data/synthetic/s1_reactor_heat_removal/compound/9dfdb6d4355d.parquet
9afeaf8ecb13,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,44.0,data/synthetic/s1_reactor_heat_removal/compound/9afeaf8ecb13.parquet
e61565124a46,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,42.0,data/synthetic/s1_reactor_heat_removal/compound/e61565124a46.parquet
b067e257994e,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,59.0,data/synthetic/s1_reactor_heat_removal/compound/b067e257994e.parquet
6dd237cd1ede,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,35.0,data/synthetic/s1_reactor_heat_removal/compound/6dd237cd1ede.parquet
c593da0a5355,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,42.0,data/synthetic/s1_reactor_heat_removal/compound/c593da0a5355.parquet
35027a56bdb5,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,62.0,data/synthetic/s1_reactor_heat_removal/compound/35027a56bdb5.parquet
af9c6d0a856e,s1_reactor_heat_removal,compound,reactor_zone,confined_space,True,70.0,data/synthetic/s1_reactor_heat_removal/compound/af9c6d0a856e.parquet
9b421aec44f5,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/9b421aec44f5.parquet
bc2504dbc971,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/bc2504dbc971.parquet
23abe020f60c,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/23abe020f60c.parquet
53998787faca,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/53998787faca.parquet
ad6e97cf1156,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/ad6e97cf1156.parquet
79b4f87ea69c,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/79b4f87ea69c.parquet
2f9066bb4ad0,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/2f9066bb4ad0.parquet
1eb8602f9642,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/1eb8602f9642.parquet
d465f3e215ba,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/d465f3e215ba.parquet
27cf1a78d96a,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/27cf1a78d96a.parquet
9f1475176fbb,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/9f1475176fbb.parquet
439ca6e19c43,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/439ca6e19c43.parquet
13717bc83511,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/13717bc83511.parquet
aa35ebad8122,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/aa35ebad8122.parquet
de1f901bd5d8,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/de1f901bd5d8.parquet
136951e9836b,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/136951e9836b.parquet
4245dbd72414,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/4245dbd72414.parquet
76b0147eeab5,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/76b0147eeab5.parquet
0c66a64a711e,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/0c66a64a711e.parquet
00620b178aa5,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/00620b178aa5.parquet
d22a74f64ff5,s2_condenser_pressure,normal,condenser_zone,general,False,,data/synthetic/s2_condenser_pressure/normal/d22a74f64ff5.parquet
